arm	source_contig	source_position_1based	variant_type	source_region	b0_contig	b0_position_1based	b0_region	status	reason
B0	contig_2	65689	INDEL	unique_or_unresolved_flank	contig_2	65689	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	65761	INDEL	unique_or_unresolved_flank	contig_2	65761	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	66661	INDEL	unique_or_unresolved_flank	contig_2	66661	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	67474	INDEL	unique_or_unresolved_flank	contig_2	67474	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	67711	INDEL	unique_or_unresolved_flank	contig_2	67711	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	67841	INDEL	unique_or_unresolved_flank	contig_2	67841	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	67975	INDEL	unique_or_unresolved_flank	contig_2	67975	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	67993	INDEL	unique_or_unresolved_flank	contig_2	67993	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	68323	INDEL	unique_or_unresolved_flank	contig_2	68323	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	68819	INDEL	unique_or_unresolved_flank	contig_2	68819	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	70385	INDEL	unique_or_unresolved_flank	contig_2	70385	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	70694	INDEL	unique_or_unresolved_flank	contig_2	70694	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	71010	INDEL	unique_or_unresolved_flank	contig_2	71010	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	71310	INDEL	unique_or_unresolved_flank	contig_2	71310	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	71492	INDEL	unique_or_unresolved_flank	contig_2	71492	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	71501	INDEL	unique_or_unresolved_flank	contig_2	71501	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	72585	INDEL	unique_or_unresolved_flank	contig_2	72585	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	72652	INDEL	unique_or_unresolved_flank	contig_2	72652	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	73242	INDEL	unique_or_unresolved_flank	contig_2	73242	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	73623	INDEL	unique_or_unresolved_flank	contig_2	73623	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	73721	INDEL	unique_or_unresolved_flank	contig_2	73721	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	73969	INDEL	unique_or_unresolved_flank	contig_2	73969	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	73971	SNV	unique_or_unresolved_flank	contig_2	73971	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	74784	INDEL	unique_or_unresolved_flank	contig_2	74784	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	74971	INDEL	unique_or_unresolved_flank	contig_2	74971	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	75558	INDEL	unique_or_unresolved_flank	contig_2	75558	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	75960	INDEL	unique_or_unresolved_flank	contig_2	75960	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	76070	INDEL	unique_or_unresolved_flank	contig_2	76070	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	76255	INDEL	unique_or_unresolved_flank	contig_2	76255	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	77085	INDEL	unique_or_unresolved_flank	contig_2	77085	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	78323	INDEL	unique_or_unresolved_flank	contig_2	78323	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	79776	INDEL	unique_or_unresolved_flank	contig_2	79776	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	80317	INDEL	unique_or_unresolved_flank	contig_2	80317	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	80610	INDEL	unique_or_unresolved_flank	contig_2	80610	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	80862	INDEL	unique_or_unresolved_flank	contig_2	80862	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	81165	INDEL	unique_or_unresolved_flank	contig_2	81165	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	81214	INDEL	unique_or_unresolved_flank	contig_2	81214	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	81330	INDEL	unique_or_unresolved_flank	contig_2	81330	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	81373	INDEL	unique_or_unresolved_flank	contig_2	81373	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	82504	INDEL	unique_or_unresolved_flank	contig_2	82504	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	84073	INDEL	unique_or_unresolved_flank	contig_2	84073	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	84280	INDEL	unique_or_unresolved_flank	contig_2	84280	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	84379	INDEL	unique_or_unresolved_flank	contig_2	84379	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	85671	INDEL	unique_or_unresolved_flank	contig_2	85671	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	85927	INDEL	unique_or_unresolved_flank	contig_2	85927	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	86238	INDEL	unique_or_unresolved_flank	contig_2	86238	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	86585	INDEL	unique_or_unresolved_flank	contig_2	86585	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	86999	INDEL	unique_or_unresolved_flank	contig_2	86999	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	88471	INDEL	unique_or_unresolved_flank	contig_2	88471	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	88491	INDEL	unique_or_unresolved_flank	contig_2	88491	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	89614	INDEL	unique_or_unresolved_flank	contig_2	89614	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	90691	INDEL	unique_or_unresolved_flank	contig_2	90691	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	91179	INDEL	unique_or_unresolved_flank	contig_2	91179	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	91205	INDEL	unique_or_unresolved_flank	contig_2	91205	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	91753	INDEL	unique_or_unresolved_flank	contig_2	91753	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	92357	INDEL	unique_or_unresolved_flank	contig_2	92357	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	92792	INDEL	unique_or_unresolved_flank	contig_2	92792	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	93150	INDEL	unique_or_unresolved_flank	contig_2	93150	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	94169	INDEL	unique_or_unresolved_flank	contig_2	94169	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	94862	INDEL	unique_or_unresolved_flank	contig_2	94862	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
B0	contig_2	95709	INDEL	unique_or_unresolved_flank	contig_2	95709	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	3493	INDEL	ir_gap_closure_interval	contig_1	3495	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
R1	contig_1	6965	INDEL	ir_gap_closure_interval	contig_1	6959	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
R1	contig_1	26496	INDEL	ir_gap_closure_interval	contig_1	26468	ir_gap_closure_interval	EXCLUDED	OUTSIDE_COMMON_CALLABLE
R1	contig_1	48816	INDEL	unique_or_unresolved_flank	contig_1	48748	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	49016	INDEL	unique_or_unresolved_flank	contig_1	48948	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	50069	INDEL	NOT_EVALUABLE				EXCLUDED	SOURCE_NOT_EVALUABLE
R1	contig_1	50520	INDEL	unique_or_unresolved_flank	contig_1	50445	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	51018	INDEL	unique_or_unresolved_flank	contig_1	50944	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	51271	INDEL	unique_or_unresolved_flank	contig_1	51198	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	51514	INDEL	unique_or_unresolved_flank	contig_1	51441	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	52514	INDEL	unique_or_unresolved_flank	contig_1	52439	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	53354	INDEL	unique_or_unresolved_flank	contig_1	53278	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	53364	SNV	unique_or_unresolved_flank	contig_1	53285	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	54524	INDEL	unique_or_unresolved_flank	contig_1	54444	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	54531	SNV	unique_or_unresolved_flank	contig_1	54449	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	56114	INDEL	unique_or_unresolved_flank	contig_1	56029	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	56524	INDEL	unique_or_unresolved_flank	contig_1	56438	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_1	94014	INDEL	unique_or_unresolved_flank	contig_1	93852	unique_or_unresolved_flank	EXCLUDED	OUTSIDE_COMMON_CALLABLE
R1	contig_2	2033	INDEL	unique_or_unresolved_flank	contig_2	2032	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	2506	INDEL	unique_or_unresolved_flank	contig_2	2504	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	3172	INDEL	unique_or_unresolved_flank	contig_2	3168	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	3500	INDEL	unique_or_unresolved_flank	contig_2	3492	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	3504	SNV	unique_or_unresolved_flank	contig_2	3494	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	4097	INDEL	unique_or_unresolved_flank	contig_2	4086	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	4569	SNV	NOT_EVALUABLE				EXCLUDED	SOURCE_NOT_EVALUABLE
R1	contig_2	5094	INDEL	unique_or_unresolved_flank	contig_2	5075	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	7506	INDEL	unique_or_unresolved_flank	contig_2	7482	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	7823	INDEL	unique_or_unresolved_flank	contig_2	7796	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	8005	INDEL	unique_or_unresolved_flank	contig_2	7977	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	8498	INDEL	unique_or_unresolved_flank	contig_2	8471	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	10249	INDEL	unique_or_unresolved_flank	contig_2	10216	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	11516	SNV	unique_or_unresolved_flank	contig_2	11475	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	11517	SNV	unique_or_unresolved_flank	contig_2	11476	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	12510	SNV	unique_or_unresolved_flank	contig_2	12465	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	12519	INDEL	unique_or_unresolved_flank	contig_2	12474	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	14514	INDEL	unique_or_unresolved_flank	contig_2	14466	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	16513	INDEL	unique_or_unresolved_flank	contig_2	16462	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	20917	INDEL	unique_or_unresolved_flank	contig_2	20854	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	21790	INDEL	unique_or_unresolved_flank	contig_2	21727	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	22439	INDEL	unique_or_unresolved_flank	contig_2	22376	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	22514	INDEL	unique_or_unresolved_flank	contig_2	22451	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	25077	INDEL	unique_or_unresolved_flank	contig_2	25004	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	26210	INDEL	unique_or_unresolved_flank	contig_2	26131	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	26518	INDEL	unique_or_unresolved_flank	contig_2	26439	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	27020	INDEL	unique_or_unresolved_flank	contig_2	26939	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	27303	INDEL	unique_or_unresolved_flank	contig_2	27219	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	27307	SNV	unique_or_unresolved_flank	contig_2	27223	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	29210	SNV	NOT_EVALUABLE				EXCLUDED	SOURCE_NOT_EVALUABLE
R1	contig_2	31023	INDEL	unique_or_unresolved_flank	contig_2	30933	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	31517	INDEL	unique_or_unresolved_flank	contig_2	31429	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	32680	INDEL	unique_or_unresolved_flank	contig_2	32591	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	33023	INDEL	unique_or_unresolved_flank	contig_2	32933	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	33088	INDEL	unique_or_unresolved_flank	contig_2	33000	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	33122	INDEL	unique_or_unresolved_flank	contig_2	33036	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	33426	INDEL	unique_or_unresolved_flank	contig_2	33340	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	35134	INDEL	unique_or_unresolved_flank	contig_2	35047	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	36176	INDEL	unique_or_unresolved_flank	contig_2	36088	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	36514	INDEL	unique_or_unresolved_flank	contig_2	36426	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	37518	SNV	unique_or_unresolved_flank	contig_2	37432	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	38122	INDEL	unique_or_unresolved_flank	contig_2	38036	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	38588	INDEL	unique_or_unresolved_flank	contig_2	38501	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	40314	INDEL	unique_or_unresolved_flank	contig_2	40223	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	40813	INDEL	unique_or_unresolved_flank	contig_2	40720	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	44807	INDEL	unique_or_unresolved_flank	contig_2	44709	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	45754	INDEL	unique_or_unresolved_flank	contig_2	45656	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	46645	INDEL	unique_or_unresolved_flank	contig_2	46544	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	47013	INDEL	unique_or_unresolved_flank	contig_2	46905	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	47673	INDEL	unique_or_unresolved_flank	contig_2	47568	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	49707	INDEL	unique_or_unresolved_flank	contig_2	49601	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	50031	INDEL	unique_or_unresolved_flank	contig_2	49925	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	50185	INDEL	unique_or_unresolved_flank	contig_2	50079	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	50508	INDEL	unique_or_unresolved_flank	contig_2	50401	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	51511	INDEL	unique_or_unresolved_flank	contig_2	51401	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	55517	INDEL	unique_or_unresolved_flank	contig_2	55402	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	56011	INDEL	unique_or_unresolved_flank	contig_2	55898	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	56103	INDEL	unique_or_unresolved_flank	contig_2	55991	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	56134	INDEL	unique_or_unresolved_flank	contig_2	56022	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	57515	SNV	unique_or_unresolved_flank	contig_2	57399	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	60509	INDEL	unique_or_unresolved_flank	contig_2	60389	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	63528	INDEL	unique_or_unresolved_flank	contig_2	63377	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	64534	INDEL	unique_or_unresolved_flank	contig_2	64384	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	65020	INDEL	unique_or_unresolved_flank	contig_2	64868	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	65517	INDEL	unique_or_unresolved_flank	contig_2	65367	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	65909	INDEL	unique_or_unresolved_flank	contig_2	65761	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	67623	INDEL	unique_or_unresolved_flank	contig_2	67474	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	68145	INDEL	unique_or_unresolved_flank	contig_2	67993	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	68475	INDEL	unique_or_unresolved_flank	contig_2	68323	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	68972	INDEL	unique_or_unresolved_flank	contig_2	68819	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	71012	INDEL	unique_or_unresolved_flank	contig_2	70857	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	71513	SNV	unique_or_unresolved_flank	contig_2	71355	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	72513	INDEL	unique_or_unresolved_flank	contig_2	72353	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	75014	SNV	unique_or_unresolved_flank	contig_2	74844	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	75141	INDEL	unique_or_unresolved_flank	contig_2	74971	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	77263	INDEL	unique_or_unresolved_flank	contig_2	77085	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	80792	INDEL	unique_or_unresolved_flank	contig_2	80610	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	81515	SNV	unique_or_unresolved_flank	contig_2	81328	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	81516	SNV	unique_or_unresolved_flank	contig_2	81329	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	81560	INDEL	unique_or_unresolved_flank	contig_2	81373	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	85108	INDEL	NOT_EVALUABLE				EXCLUDED	SOURCE_NOT_EVALUABLE
R1	contig_2	85147	INDEL	unique_or_unresolved_flank	contig_2	84955	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	86443	INDEL	unique_or_unresolved_flank	contig_2	86238	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	88679	INDEL	unique_or_unresolved_flank	contig_2	88471	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	88699	INDEL	unique_or_unresolved_flank	contig_2	88491	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	90003	SNV	unique_or_unresolved_flank	contig_2	89790	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	91420	INDEL	unique_or_unresolved_flank	contig_2	91205	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	93368	INDEL	unique_or_unresolved_flank	contig_2	93150	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
R1	contig_2	95084	INDEL	unique_or_unresolved_flank	contig_2	94862	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
P0	contig_2	7499	INDEL	unique_or_unresolved_flank	contig_2	7482	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
P0	contig_2	78499	INDEL	unique_or_unresolved_flank	contig_2	78323	unique_or_unresolved_flank	INCLUDED	COMMON_CALLABLE_UNIQUE_ANCHOR
