read_id	read_length	target	alignment_length	identity	mapq
SRR27841065.668114	4242	CM084263.1_rotation_1_offset_3626	89	0.966292	0
SRR27841065.668114	4242	CM084263.1_rotation_2_offset_7252	91	0.956044	1
SRR27841065.668114	4242	CM084263.1_rotation_1_offset_3626	91	0.956044	0
SRR27841065.668114	4242	CM084263.1_rotation_3_offset_10878	91	0.956044	0
SRR27841065.668114	4242	CM084263.1_rotation_1_offset_3626	87	0.965517	1
SRR27841065.670686	363	CM084263.1_rotation_0_offset_0	362	0.980663	0
SRR27841065.670686	363	CM084263.1_rotation_3_offset_10878	362	0.980663	0
SRR27841065.670686	363	CM084263.1_rotation_2_offset_7252	362	0.980663	0
SRR27841065.670686	363	CM084263.1_rotation_1_offset_3626	196	0.979592	0
SRR27841065.673578	528	CM084263.1_rotation_2_offset_7252	514	0.941634	44
SRR27841065.673578	528	CM084263.1_rotation_1_offset_3626	544	0.933824	0
SRR27841065.673578	528	CM084263.1_rotation_3_offset_10878	544	0.933824	0
SRR27841065.673578	528	CM084263.1_rotation_0_offset_0	544	0.933824	0
SRR27841065.679455	2118	CM084263.1_rotation_0_offset_0	2209	0.814396	0
SRR27841065.679455	2118	CM084263.1_rotation_1_offset_3626	2209	0.814396	0
SRR27841065.679455	2118	CM084263.1_rotation_2_offset_7252	2209	0.814396	0
SRR27841065.679455	2118	CM084263.1_rotation_3_offset_10878	901	0.835738	0
SRR27841065.681212	6274	CM084263.1_rotation_3_offset_10878	86	0.953488	0
SRR27841065.681212	6274	CM084263.1_rotation_0_offset_0	86	0.953488	0
SRR27841065.681212	6274	CM084263.1_rotation_2_offset_7252	86	0.953488	0
SRR27841065.681212	6274	CM084263.1_rotation_1_offset_3626	86	0.953488	0
SRR27841065.683797	12891	CM084263.1_rotation_3_offset_10878	13017	0.690021	26
SRR27841065.683797	12891	CM084263.1_rotation_0_offset_0	8509	0.970267	0
SRR27841065.683797	12891	CM084263.1_rotation_2_offset_7252	11802	0.660481	0
SRR27841065.683797	12891	CM084263.1_rotation_1_offset_3626	4883	0.963137	0
SRR27841065.690753	4542	CM084263.1_rotation_1_offset_3626	4636	0.902286	0
SRR27841065.690753	4542	CM084263.1_rotation_0_offset_0	4636	0.902286	0
SRR27841065.690753	4542	CM084263.1_rotation_2_offset_7252	4636	0.902286	0
SRR27841065.690753	4542	CM084263.1_rotation_3_offset_10878	3081	0.891594	0
SRR27841065.694097	9645	CM084263.1_rotation_0_offset_0	8957	0.978006	0
SRR27841065.694097	9645	CM084263.1_rotation_1_offset_3626	8957	0.978006	0
SRR27841065.694097	9645	CM084263.1_rotation_2_offset_7252	7301	0.978496	0
SRR27841065.694097	9645	CM084263.1_rotation_3_offset_10878	5317	0.974422	0
SRR27841065.695129	2644	CM084263.1_rotation_0_offset_0	2673	0.962589	0
SRR27841065.695129	2644	CM084263.1_rotation_1_offset_3626	2673	0.962589	0
SRR27841065.695129	2644	CM084263.1_rotation_3_offset_10878	2673	0.962589	0
SRR27841065.695129	2644	CM084263.1_rotation_2_offset_7252	1390	0.962590	0
SRR27841065.700972	1479	CM084263.1_rotation_1_offset_3626	1494	0.971888	0
SRR27841065.700972	1479	CM084263.1_rotation_3_offset_10878	1494	0.971888	0
SRR27841065.700972	1479	CM084263.1_rotation_0_offset_0	1494	0.971888	0
SRR27841065.700972	1479	CM084263.1_rotation_2_offset_7252	1494	0.971888	0
SRR27841065.703710	848	CM084263.1_rotation_3_offset_10878	852	0.990610	0
SRR27841065.703710	848	CM084263.1_rotation_2_offset_7252	852	0.990610	0
SRR27841065.703710	848	CM084263.1_rotation_0_offset_0	852	0.990610	0
SRR27841065.703710	848	CM084263.1_rotation_1_offset_3626	852	0.990610	0
SRR27841065.705537	2206	CM084263.1_rotation_3_offset_10878	1782	0.572391	0
SRR27841065.705537	2206	CM084263.1_rotation_1_offset_3626	1782	0.572391	0
SRR27841065.705537	2206	CM084263.1_rotation_2_offset_7252	1782	0.572391	0
SRR27841065.705537	2206	CM084263.1_rotation_2_offset_7252	997	0.965898	0
SRR27841065.705537	2206	CM084263.1_rotation_3_offset_10878	997	0.965898	0
SRR27841065.705537	2206	CM084263.1_rotation_1_offset_3626	997	0.965898	0
SRR27841065.705537	2206	CM084263.1_rotation_0_offset_0	938	0.985075	0
SRR27841065.705537	2206	CM084263.1_rotation_0_offset_0	1390	0.663309	0
SRR27841065.705537	2206	CM084263.1_rotation_0_offset_0	91	0.956044	28
SRR27841065.705537	2206	CM084263.1_rotation_0_offset_0	95	0.905263	0
SRR27841065.705537	2206	CM084263.1_rotation_2_offset_7252	82	0.853659	0
SRR27841065.705537	2206	CM084263.1_rotation_1_offset_3626	82	0.853659	0
SRR27841065.705537	2206	CM084263.1_rotation_3_offset_10878	82	0.853659	0
SRR27841065.705537	2206	CM084263.1_rotation_0_offset_0	82	0.853659	0
SRR27841065.710521	17034	CM084263.1_rotation_2_offset_7252	15560	0.708162	60
SRR27841065.710521	17034	CM084263.1_rotation_3_offset_10878	16823	0.716995	0
SRR27841065.710521	17034	CM084263.1_rotation_1_offset_3626	12021	0.628400	0
SRR27841065.710521	17034	CM084263.1_rotation_0_offset_0	8912	0.952536	0
SRR27841065.711689	1575	CM084263.1_rotation_3_offset_10878	1538	0.870611	0
SRR27841065.711689	1575	CM084263.1_rotation_1_offset_3626	1538	0.870611	0
SRR27841065.711689	1575	CM084263.1_rotation_0_offset_0	1538	0.870611	0
SRR27841065.711689	1575	CM084263.1_rotation_2_offset_7252	951	0.840168	0
SRR27841065.713295	1730	CM084263.1_rotation_1_offset_3626	1754	0.960661	0
SRR27841065.713295	1730	CM084263.1_rotation_0_offset_0	1754	0.960661	0
SRR27841065.713295	1730	CM084263.1_rotation_3_offset_10878	1754	0.960661	0
SRR27841065.713295	1730	CM084263.1_rotation_2_offset_7252	1754	0.960661	0
SRR27841065.717934	582	CM084263.1_rotation_0_offset_0	587	0.981261	0
SRR27841065.717934	582	CM084263.1_rotation_3_offset_10878	587	0.981261	0
SRR27841065.717934	582	CM084263.1_rotation_1_offset_3626	587	0.981261	0
SRR27841065.717934	582	CM084263.1_rotation_2_offset_7252	587	0.981261	0
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	14623	0.965807	60
SRR27841065.718715	17388	CM084263.1_rotation_1_offset_3626	11011	0.962855	0
SRR27841065.718715	17388	CM084263.1_rotation_3_offset_10878	10971	0.960897	0
SRR27841065.718715	17388	CM084263.1_rotation_2_offset_7252	7321	0.971179	0
SRR27841065.718715	17388	CM084263.1_rotation_3_offset_10878	483	0.380952	53
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	91	1.000000	60
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	91	0.989011	26
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	91	0.978022	18
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	91	0.978022	0
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	91	0.978022	22
SRR27841065.718715	17388	CM084263.1_rotation_2_offset_7252	89	0.977528	1
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	89	0.977528	0
SRR27841065.718715	17388	CM084263.1_rotation_1_offset_3626	89	0.977528	0
SRR27841065.718715	17388	CM084263.1_rotation_3_offset_10878	89	0.977528	0
SRR27841065.718715	17388	CM084263.1_rotation_1_offset_3626	93	0.956989	1
SRR27841065.718715	17388	CM084263.1_rotation_2_offset_7252	93	0.956989	0
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	93	0.956989	0
SRR27841065.718715	17388	CM084263.1_rotation_0_offset_0	92	0.967391	42
SRR27841065.721323	34429	CM084263.1_rotation_3_offset_10878	705	0.982979	0
SRR27841065.721323	34429	CM084263.1_rotation_1_offset_3626	705	0.982979	0
SRR27841065.721323	34429	CM084263.1_rotation_0_offset_0	705	0.982979	0
SRR27841065.721323	34429	CM084263.1_rotation_2_offset_7252	705	0.982979	0
SRR27841065.721323	34429	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.721323	34429	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.721323	34429	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.721323	34429	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.721323	34429	CM084263.1_rotation_0_offset_0	95	0.915789	53
SRR27841065.721323	34429	CM084263.1_rotation_3_offset_10878	94	0.936170	0
SRR27841065.721323	34429	CM084263.1_rotation_1_offset_3626	94	0.936170	0
SRR27841065.721323	34429	CM084263.1_rotation_0_offset_0	94	0.936170	0
SRR27841065.721323	34429	CM084263.1_rotation_2_offset_7252	94	0.936170	0
SRR27841065.721323	34429	CM084263.1_rotation_0_offset_0	91	0.879121	45
SRR27841065.727427	4257	CM084263.1_rotation_2_offset_7252	4295	0.976484	0
SRR27841065.727427	4257	CM084263.1_rotation_0_offset_0	4295	0.976484	0
SRR27841065.727427	4257	CM084263.1_rotation_3_offset_10878	4295	0.976484	0
SRR27841065.727427	4257	CM084263.1_rotation_1_offset_3626	2733	0.975119	0
SRR27841065.728410	829	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.728410	829	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.728410	829	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.728410	829	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.728410	829	CM084263.1_rotation_1_offset_3626	95	0.905263	0
SRR27841065.728410	829	CM084263.1_rotation_0_offset_0	95	0.905263	0
SRR27841065.728410	829	CM084263.1_rotation_2_offset_7252	95	0.905263	0
SRR27841065.728410	829	CM084263.1_rotation_3_offset_10878	95	0.905263	0
SRR27841065.728410	829	CM084263.1_rotation_0_offset_0	86	0.953488	0
SRR27841065.728410	829	CM084263.1_rotation_1_offset_3626	86	0.953488	0
SRR27841065.728410	829	CM084263.1_rotation_2_offset_7252	86	0.953488	0
SRR27841065.728410	829	CM084263.1_rotation_3_offset_10878	86	0.953488	0
SRR27841065.728410	829	CM084263.1_rotation_2_offset_7252	95	0.863158	0
SRR27841065.728410	829	CM084263.1_rotation_1_offset_3626	95	0.863158	0
SRR27841065.728410	829	CM084263.1_rotation_3_offset_10878	95	0.863158	0
SRR27841065.728410	829	CM084263.1_rotation_0_offset_0	95	0.863158	0
SRR27841065.732556	852	CM084263.1_rotation_3_offset_10878	596	0.969799	0
SRR27841065.732556	852	CM084263.1_rotation_1_offset_3626	596	0.969799	0
SRR27841065.732556	852	CM084263.1_rotation_0_offset_0	596	0.969799	0
SRR27841065.732556	852	CM084263.1_rotation_2_offset_7252	596	0.969799	0
SRR27841065.735756	32601	CM084263.1_rotation_2_offset_7252	945	0.951323	0
SRR27841065.735756	32601	CM084263.1_rotation_1_offset_3626	945	0.951323	0
SRR27841065.735756	32601	CM084263.1_rotation_0_offset_0	945	0.951323	0
SRR27841065.735756	32601	CM084263.1_rotation_3_offset_10878	945	0.951323	0
SRR27841065.735756	32601	CM084263.1_rotation_0_offset_0	91	0.967033	0
SRR27841065.735756	32601	CM084263.1_rotation_1_offset_3626	91	0.967033	0
SRR27841065.735756	32601	CM084263.1_rotation_3_offset_10878	91	0.967033	0
SRR27841065.735756	32601	CM084263.1_rotation_2_offset_7252	91	0.967033	0
SRR27841065.735756	32601	CM084263.1_rotation_0_offset_0	99	0.898990	31
SRR27841065.743760	959	CM084263.1_rotation_2_offset_7252	912	0.957237	0
SRR27841065.743760	959	CM084263.1_rotation_0_offset_0	912	0.957237	0
SRR27841065.743760	959	CM084263.1_rotation_1_offset_3626	912	0.957237	0
SRR27841065.743760	959	CM084263.1_rotation_3_offset_10878	912	0.957237	0
SRR27841065.744989	1201	CM084263.1_rotation_0_offset_0	1211	0.958712	0
SRR27841065.744989	1201	CM084263.1_rotation_2_offset_7252	1211	0.958712	0
SRR27841065.744989	1201	CM084263.1_rotation_1_offset_3626	1211	0.958712	0
SRR27841065.744989	1201	CM084263.1_rotation_3_offset_10878	1211	0.958712	0
SRR27841065.745773	1376	CM084263.1_rotation_0_offset_0	1413	0.934183	0
SRR27841065.745773	1376	CM084263.1_rotation_2_offset_7252	1413	0.934183	0
SRR27841065.745773	1376	CM084263.1_rotation_1_offset_3626	1413	0.934183	0
SRR27841065.745773	1376	CM084263.1_rotation_3_offset_10878	1413	0.934183	0
SRR27841065.752839	9504	CM084263.1_rotation_1_offset_3626	8051	0.958639	0
SRR27841065.752839	9504	CM084263.1_rotation_0_offset_0	8051	0.958639	0
SRR27841065.752839	9504	CM084263.1_rotation_2_offset_7252	7352	0.959059	0
SRR27841065.752839	9504	CM084263.1_rotation_3_offset_10878	4384	0.950502	0
SRR27841065.752839	9504	CM084263.1_rotation_0_offset_0	87	0.965517	0
SRR27841065.752839	9504	CM084263.1_rotation_3_offset_10878	87	0.965517	0
SRR27841065.752839	9504	CM084263.1_rotation_2_offset_7252	87	0.965517	0
SRR27841065.752839	9504	CM084263.1_rotation_1_offset_3626	87	0.965517	0
SRR27841065.752839	9504	CM084263.1_rotation_0_offset_0	91	0.945055	19
SRR27841065.752839	9504	CM084263.1_rotation_0_offset_0	91	0.923077	25
SRR27841065.755009	8350	CM084263.1_rotation_1_offset_3626	7553	0.969946	0
SRR27841065.755009	8350	CM084263.1_rotation_0_offset_0	7553	0.969946	0
SRR27841065.755009	8350	CM084263.1_rotation_2_offset_7252	6811	0.975774	0
SRR27841065.755009	8350	CM084263.1_rotation_3_offset_10878	4398	0.969532	0
SRR27841065.764649	455	CM084263.1_rotation_1_offset_3626	91	1.000000	0
SRR27841065.764649	455	CM084263.1_rotation_3_offset_10878	91	1.000000	0
SRR27841065.764649	455	CM084263.1_rotation_2_offset_7252	91	1.000000	0
SRR27841065.764649	455	CM084263.1_rotation_0_offset_0	91	1.000000	0
SRR27841065.764649	455	CM084263.1_rotation_0_offset_0	95	0.915789	0
SRR27841065.764649	455	CM084263.1_rotation_2_offset_7252	95	0.915789	0
SRR27841065.764649	455	CM084263.1_rotation_3_offset_10878	95	0.915789	0
SRR27841065.764649	455	CM084263.1_rotation_1_offset_3626	95	0.915789	0
SRR27841065.774428	19242	CM084263.1_rotation_2_offset_7252	2040	0.934314	0
SRR27841065.774428	19242	CM084263.1_rotation_1_offset_3626	2040	0.934314	0
SRR27841065.774428	19242	CM084263.1_rotation_3_offset_10878	2040	0.934314	0
SRR27841065.774428	19242	CM084263.1_rotation_0_offset_0	2040	0.934314	0
SRR27841065.780047	1950	CM084263.1_rotation_0_offset_0	1965	0.977608	0
SRR27841065.780047	1950	CM084263.1_rotation_2_offset_7252	1965	0.977608	0
SRR27841065.780047	1950	CM084263.1_rotation_1_offset_3626	1965	0.977608	0
SRR27841065.780047	1950	CM084263.1_rotation_3_offset_10878	1306	0.974732	0
SRR27841065.785345	14179	CM084263.1_rotation_0_offset_0	7718	0.972143	0
SRR27841065.785345	14179	CM084263.1_rotation_3_offset_10878	7718	0.972143	0
SRR27841065.785345	14179	CM084263.1_rotation_1_offset_3626	6646	0.974421	0
SRR27841065.785345	14179	CM084263.1_rotation_2_offset_7252	4724	0.969941	0
SRR27841065.785345	14179	CM084263.1_rotation_3_offset_10878	7744	0.768853	0
SRR27841065.785345	14179	CM084263.1_rotation_0_offset_0	7744	0.768853	0
SRR27841065.785345	14179	CM084263.1_rotation_1_offset_3626	6660	0.768769	0
SRR27841065.785345	14179	CM084263.1_rotation_2_offset_7252	4777	0.760310	0
SRR27841065.806606	1127	CM084263.1_rotation_0_offset_0	1131	0.951370	0
SRR27841065.806606	1127	CM084263.1_rotation_2_offset_7252	1131	0.951370	0
SRR27841065.806606	1127	CM084263.1_rotation_1_offset_3626	1131	0.951370	0
SRR27841065.806606	1127	CM084263.1_rotation_3_offset_10878	1131	0.951370	0
SRR27841065.807470	1544	CM084263.1_rotation_3_offset_10878	882	0.937642	0
SRR27841065.807470	1544	CM084263.1_rotation_1_offset_3626	882	0.937642	0
SRR27841065.807470	1544	CM084263.1_rotation_0_offset_0	882	0.937642	0
SRR27841065.807470	1544	CM084263.1_rotation_2_offset_7252	822	0.934307	0
SRR27841065.807470	1544	CM084263.1_rotation_1_offset_3626	885	0.707345	0
SRR27841065.807470	1544	CM084263.1_rotation_0_offset_0	885	0.707345	0
SRR27841065.807470	1544	CM084263.1_rotation_3_offset_10878	885	0.707345	0
SRR27841065.807470	1544	CM084263.1_rotation_2_offset_7252	825	0.694545	0
SRR27841065.811154	663	CM084263.1_rotation_3_offset_10878	636	0.949686	0
SRR27841065.811154	663	CM084263.1_rotation_1_offset_3626	636	0.949686	0
SRR27841065.811154	663	CM084263.1_rotation_0_offset_0	636	0.949686	0
SRR27841065.811154	663	CM084263.1_rotation_2_offset_7252	438	0.945205	0
SRR27841065.812980	666	CM084263.1_rotation_3_offset_10878	674	0.976261	0
SRR27841065.812980	666	CM084263.1_rotation_2_offset_7252	674	0.976261	0
SRR27841065.812980	666	CM084263.1_rotation_1_offset_3626	674	0.976261	0
SRR27841065.812980	666	CM084263.1_rotation_0_offset_0	674	0.976261	0
SRR27841065.812988	8934	CM084263.1_rotation_2_offset_7252	9052	0.599757	0
SRR27841065.812988	8934	CM084263.1_rotation_1_offset_3626	9052	0.599757	0
SRR27841065.812988	8934	CM084263.1_rotation_3_offset_10878	9052	0.599757	0
SRR27841065.812988	8934	CM084263.1_rotation_0_offset_0	2844	0.971167	0
SRR27841065.813681	1227	CM084263.1_rotation_1_offset_3626	1238	0.969305	0
SRR27841065.813681	1227	CM084263.1_rotation_3_offset_10878	1238	0.969305	0
SRR27841065.813681	1227	CM084263.1_rotation_0_offset_0	1238	0.969305	0
SRR27841065.813681	1227	CM084263.1_rotation_2_offset_7252	1238	0.969305	0
SRR27841065.817696	624	CM084263.1_rotation_1_offset_3626	626	0.958466	0
SRR27841065.817696	624	CM084263.1_rotation_2_offset_7252	626	0.958466	0
SRR27841065.817696	624	CM084263.1_rotation_0_offset_0	626	0.958466	0
SRR27841065.817696	624	CM084263.1_rotation_3_offset_10878	424	0.962264	0
SRR27841065.829431	1657	CM084263.1_rotation_1_offset_3626	1666	0.972389	0
SRR27841065.829431	1657	CM084263.1_rotation_3_offset_10878	1666	0.972389	0
SRR27841065.829431	1657	CM084263.1_rotation_2_offset_7252	1666	0.972389	0
SRR27841065.829431	1657	CM084263.1_rotation_0_offset_0	1666	0.972389	0
SRR27841065.832474	599	CM084263.1_rotation_1_offset_3626	92	0.978261	0
SRR27841065.832474	599	CM084263.1_rotation_3_offset_10878	92	0.978261	0
SRR27841065.832474	599	CM084263.1_rotation_0_offset_0	92	0.978261	0
SRR27841065.832474	599	CM084263.1_rotation_2_offset_7252	92	0.978261	0
SRR27841065.832474	599	CM084263.1_rotation_3_offset_10878	95	0.915789	0
SRR27841065.832474	599	CM084263.1_rotation_1_offset_3626	95	0.915789	0
SRR27841065.832474	599	CM084263.1_rotation_0_offset_0	95	0.915789	0
SRR27841065.832474	599	CM084263.1_rotation_2_offset_7252	95	0.915789	0
SRR27841065.832474	599	CM084263.1_rotation_0_offset_0	87	0.977011	55
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	2529	0.669830	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	2529	0.669830	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	2529	0.669830	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	1702	0.938308	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	1702	0.938308	0
SRR27841065.833682	8135	CM084263.1_rotation_0_offset_0	1702	0.938308	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	1702	0.938308	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	150	0.860000	1
SRR27841065.833682	8135	CM084263.1_rotation_0_offset_0	92	0.989130	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	91	0.989011	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	92	0.989130	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	92	0.989130	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	91	0.989011	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	92	0.989130	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	91	0.989011	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	92	0.978261	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	92	0.978261	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	92	0.978261	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	87	0.977011	1
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	86	0.976744	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	86	0.976744	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	86	0.976744	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	86	0.976744	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	86	0.976744	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	86	0.976744	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	87	0.965517	1
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	91	0.956044	1
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	91	0.956044	0
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	91	0.956044	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	92	0.945652	1
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	83	0.951807	0
SRR27841065.833682	8135	CM084263.1_rotation_3_offset_10878	83	0.951807	0
SRR27841065.833682	8135	CM084263.1_rotation_2_offset_7252	91	0.923077	1
SRR27841065.833682	8135	CM084263.1_rotation_1_offset_3626	61	0.901639	1
SRR27841065.835341	868	CM084263.1_rotation_1_offset_3626	870	0.983908	0
SRR27841065.835341	868	CM084263.1_rotation_0_offset_0	870	0.983908	0
SRR27841065.835341	868	CM084263.1_rotation_2_offset_7252	870	0.983908	0
SRR27841065.835341	868	CM084263.1_rotation_3_offset_10878	870	0.983908	0
SRR27841065.845853	751	CM084263.1_rotation_0_offset_0	759	0.949934	0
SRR27841065.845853	751	CM084263.1_rotation_1_offset_3626	759	0.949934	0
SRR27841065.845853	751	CM084263.1_rotation_2_offset_7252	759	0.949934	0
SRR27841065.845853	751	CM084263.1_rotation_3_offset_10878	759	0.949934	0
SRR27841065.846661	5718	CM084263.1_rotation_2_offset_7252	2057	0.909577	0
SRR27841065.846661	5718	CM084263.1_rotation_3_offset_10878	2057	0.909577	0
SRR27841065.846661	5718	CM084263.1_rotation_0_offset_0	2057	0.909577	0
SRR27841065.846661	5718	CM084263.1_rotation_1_offset_3626	2057	0.909577	0
SRR27841065.850949	1399	CM084263.1_rotation_3_offset_10878	791	0.865992	0
SRR27841065.850949	1399	CM084263.1_rotation_1_offset_3626	791	0.865992	0
SRR27841065.850949	1399	CM084263.1_rotation_2_offset_7252	791	0.865992	0
SRR27841065.850949	1399	CM084263.1_rotation_0_offset_0	791	0.865992	0
SRR27841065.867719	9165	CM084263.1_rotation_1_offset_3626	8870	0.977227	0
SRR27841065.867719	9165	CM084263.1_rotation_0_offset_0	8870	0.977227	0
SRR27841065.867719	9165	CM084263.1_rotation_2_offset_7252	7287	0.976808	0
SRR27841065.867719	9165	CM084263.1_rotation_3_offset_10878	5230	0.977055	0
SRR27841065.871957	119	CM084263.1_rotation_1_offset_3626	118	1.000000	0
SRR27841065.871957	119	CM084263.1_rotation_2_offset_7252	118	1.000000	0
SRR27841065.871957	119	CM084263.1_rotation_3_offset_10878	118	1.000000	0
SRR27841065.871957	119	CM084263.1_rotation_0_offset_0	118	1.000000	0
SRR27841065.874323	483	CM084263.1_rotation_1_offset_3626	485	0.975258	0
SRR27841065.874323	483	CM084263.1_rotation_3_offset_10878	485	0.975258	0
SRR27841065.874323	483	CM084263.1_rotation_0_offset_0	485	0.975258	0
SRR27841065.874323	483	CM084263.1_rotation_2_offset_7252	485	0.975258	0
SRR27841065.874590	2162	CM084263.1_rotation_1_offset_3626	2159	0.964335	0
SRR27841065.874590	2162	CM084263.1_rotation_0_offset_0	2159	0.964335	0
SRR27841065.874590	2162	CM084263.1_rotation_2_offset_7252	2159	0.964335	0
SRR27841065.874590	2162	CM084263.1_rotation_3_offset_10878	2159	0.964335	0
SRR27841065.878638	2309	CM084263.1_rotation_3_offset_10878	2334	0.975578	0
SRR27841065.878638	2309	CM084263.1_rotation_0_offset_0	2334	0.975578	0
SRR27841065.878638	2309	CM084263.1_rotation_2_offset_7252	2334	0.975578	0
SRR27841065.878638	2309	CM084263.1_rotation_1_offset_3626	2231	0.975347	0
SRR27841065.878741	4579	CM084263.1_rotation_0_offset_0	4636	0.971527	0
SRR27841065.878741	4579	CM084263.1_rotation_2_offset_7252	4636	0.971527	0
SRR27841065.878741	4579	CM084263.1_rotation_3_offset_10878	4636	0.971527	0
SRR27841065.878741	4579	CM084263.1_rotation_1_offset_3626	2378	0.975189	0
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	3249	0.920283	0
SRR27841065.885387	5700	CM084263.1_rotation_3_offset_10878	3249	0.920283	0
SRR27841065.885387	5700	CM084263.1_rotation_2_offset_7252	3249	0.920283	0
SRR27841065.885387	5700	CM084263.1_rotation_1_offset_3626	3249	0.920283	0
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	94	0.968085	0
SRR27841065.885387	5700	CM084263.1_rotation_3_offset_10878	94	0.968085	0
SRR27841065.885387	5700	CM084263.1_rotation_3_offset_10878	91	0.989011	0
SRR27841065.885387	5700	CM084263.1_rotation_1_offset_3626	94	0.968085	0
SRR27841065.885387	5700	CM084263.1_rotation_2_offset_7252	91	0.989011	0
SRR27841065.885387	5700	CM084263.1_rotation_2_offset_7252	94	0.968085	0
SRR27841065.885387	5700	CM084263.1_rotation_1_offset_3626	91	0.989011	0
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	91	0.989011	0
SRR27841065.885387	5700	CM084263.1_rotation_2_offset_7252	91	0.945055	0
SRR27841065.885387	5700	CM084263.1_rotation_3_offset_10878	91	0.945055	0
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	91	0.945055	0
SRR27841065.885387	5700	CM084263.1_rotation_1_offset_3626	91	0.945055	0
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	92	0.956522	16
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	87	0.942529	27
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	87	0.954023	24
SRR27841065.885387	5700	CM084263.1_rotation_0_offset_0	88	0.875000	1
SRR27841065.889179	1361	CM084263.1_rotation_3_offset_10878	1394	0.941894	0
SRR27841065.889179	1361	CM084263.1_rotation_0_offset_0	1394	0.941894	0
SRR27841065.889179	1361	CM084263.1_rotation_2_offset_7252	1394	0.941894	0
SRR27841065.889179	1361	CM084263.1_rotation_1_offset_3626	1394	0.941894	0
SRR27841065.891909	1218	CM084263.1_rotation_2_offset_7252	1240	0.943548	0
SRR27841065.891909	1218	CM084263.1_rotation_0_offset_0	1240	0.943548	0
SRR27841065.891909	1218	CM084263.1_rotation_1_offset_3626	1240	0.943548	0
SRR27841065.891909	1218	CM084263.1_rotation_3_offset_10878	1076	0.943309	0
SRR27841065.894052	1521	CM084263.1_rotation_1_offset_3626	92	0.989130	0
SRR27841065.894052	1521	CM084263.1_rotation_0_offset_0	92	0.989130	0
SRR27841065.894052	1521	CM084263.1_rotation_3_offset_10878	92	0.989130	0
SRR27841065.894052	1521	CM084263.1_rotation_2_offset_7252	92	0.989130	0
